iter	Passed	Remaining
797	7627	30604
798	7636	30593
799	7644	30577
800	7653	30565
801	7660	30548
802	7669	30536
803	7678	30524
804	7688	30514
805	7698	30508
806	7708	30497
807	7718	30492
808	7727	30481
809	7737	30471
810	7747	30463
811	7756	30454
812	7766	30447
813	7775	30435
814	7785	30424
815	7793	30411
816	7803	30402
817	7812	30391
818	7821	30380
819	7831	30369
820	7839	30355
821	7849	30345
822	7858	30335
823	7868	30327
824	7877	30316
825	7886	30303
826	7894	30290
827	7904	30282
828	7914	30271
829	7923	30262
830	7932	30249
831	7940	30234
832	7948	30219
833	7957	30207
834	7966	30196
835	7975	30183
836	7984	30173
837	7993	30162
838	8004	30155
839	8014	30149
840	8023	30139
841	8034	30132
842	8043	30123
843	8052	30112
844	8060	30096
845	8070	30087
846	8078	30073
847	8088	30066
848	8099	30059
849	8109	30051
850	8116	30032
851	8123	30013
852	8134	30010
853	8144	30003
854	8154	29994
855	8164	29988
856	8174	29978
857	8184	29969
858	8193	29960
859	8204	29954
860	8213	29945
861	8222	29934
862	8231	29921
863	8240	29909
864	8249	29899
865	8259	29889
866	8268	29877
867	8277	29868
868	8286	29857
869	8295	29845
870	8306	29838
871	8314	29825
872	8324	29816
873	8333	29806
874	8342	29794
875	8353	29790
876	8363	29782
877	8373	29775
878	8383	29767
879	8393	29757
880	8403	29750
881	8413	29742
882	8422	29730
883	8432	29725
884	8441	29713
885	8451	29702
886	8460	29693
887	8470	29683
888	8480	29675
889	8488	29662
890	8498	29654
891	8507	29643
892	8516	29632
893	8525	29621
894	8535	29612
895	8545	29604
896	8555	29594
897	8564	29584
898	8574	29576
899	8583	29565
900	8592	29555
901	8602	29545
902	8611	29535
903	8620	29524
904	8630	29514
905	8639	29504
906	8649	29495
907	8659	29487
908	8669	29481
909	8680	29474
910	8689	29463
911	8698	29452
912	8707	29442
913	8717	29434
914	8727	29423
915	8736	29413
916	8747	29408
917	8757	29402
918	8768	29396
919	8777	29386
920	8786	29372
921	8794	29360
922	8803	29347
923	8812	29337
924	8822	29327
925	8831	29316
926	8841	29308
927	8849	29296
928	8858	29283
929	8868	29276
930	8875	29258
931	8885	29248
932	8893	29235
933	8903	29225
934	8910	29210
935	8918	29196
936	8928	29185
937	8937	29175
938	8947	29166
939	8956	29155
940	8965	29145
941	8973	29130
942	8981	29116
943	8990	29104
944	9000	29095
945	9008	29082
946	9017	29069
947	9025	29055
948	9033	29041
949	9042	29032
950	9052	29022
951	9061	29012
952	9070	29002
953	9080	28993
954	9090	28986
955	9100	28975
956	9109	28966
957	9118	28954
958	9127	28944
959	9136	28931
960	9145	28921
961	9154	28911
962	9166	28907
963	9176	28899
964	9185	28889
965	9195	28880
966	9204	28870
967	9216	28867
968	9225	28857
969	9235	28847
970	9244	28837
971	9253	28826
972	9261	28813
973	9271	28803
974	9280	28792
975	9289	28782
976	9300	28776
977	9309	28766
978	9319	28756
979	9327	28745
980	9336	28734
981	9346	28724
982	9356	28715
983	9365	28706
984	9376	28700
985	9387	28695
986	9396	28685
987	9406	28675
988	9415	28665
989	9425	28656
990	9432	28639
991	9441	28630
992	9452	28623
993	9461	28612
994	9470	28603
995	9480	28595
996	9491	28590
997	9501	28581
998	9511	28572
999	9521	28563
1000	9530	28552
1001	9539	28543
1002	9550	28536
1003	9559	28526
1004	9569	28518
1005	9579	28509
1006	9588	28498
1007	9596	28486
1008	9607	28479
1009	9616	28469
1010	9625	28457
1011	9635	28450
1012	9646	28443
1013	9656	28436
1014	9665	28426
1015	9674	28414
1016	9685	28407
1017	9695	28400
1018	9705	28393
1019	9715	28383
1020	9726	28378
1021	9736	28369
1022	9745	28360
1023	9756	28354
1024	9767	28349
1025	9776	28339
1026	9785	28327
1027	9795	28317
1028	9803	28305
1029	9812	28295
1030	9821	28283
1031	9830	28273
1032	9839	28262
1033	9848	28251
1034	9858	28243
1035	9869	28238
1036	9880	28230
1037	9889	28220
1038	9899	28210
1039	9908	28199
1040	9917	28189
1041	9927	28182
1042	9938	28176
1043	9948	28167
1044	9958	28160
1045	9969	28154
1046	9978	28142
1047	9986	28130
1048	9995	28117
1049	10004	28108
1050	10012	28095
1051	10022	28085
1052	10032	28079
1053	10041	28066
1054	10050	28055
1055	10059	28044
1056	10069	28035
1057	10078	28026
1058	10088	28017
1059	10099	28010
1060	10109	28002
1061	10118	27992
1062	10126	27980
1063	10136	27971
1064	10145	27960
1065	10156	27953
1066	10165	27942
1067	10173	27928
1068	10184	27922
1069	10192	27910
1070	10202	27902
1071	10212	27894
1072	10222	27885
1073	10233	27880
1074	10244	27873
1075	10252	27861
1076	10261	27850
1077	10271	27841
1078	10281	27834
1079	10292	27826
1080	10302	27818
1081	10310	27806
1082	10322	27802
1083	10331	27793
1084	10342	27785
1085	10352	27776
1086	10361	27767
1087	10372	27760
1088	10382	27752
1089	10392	27744
1090	10401	27733
1091	10410	27724
1092	10421	27718
1093	10431	27708
1094	10440	27699
1095	10450	27689
1096	10459	27679
1097	10468	27668
1098	10477	27658
1099	10488	27652
1100	10498	27644
1101	10508	27635
1102	10517	27625
1103	10527	27616
1104	10537	27606
1105	10547	27597
1106	10554	27582
1107	10562	27570
1108	10572	27559
1109	10581	27551
1110	10590	27540
1111	10599	27528
1112	10609	27520
1113	10618	27509
1114	10629	27502
1115	10639	27493
1116	10649	27486
1117	10660	27480
1118	10668	27467
1119	10678	27458
1120	10687	27447
1121	10697	27440
1122	10705	27427
1123	10715	27416
1124	10724	27406
1125	10733	27395
1126	10742	27385
1127	10752	27377
1128	10761	27366
1129	10770	27356
1130	10780	27347
1131	10790	27337
1132	10799	27327
1133	10807	27315
1134	10817	27306
1135	10827	27297
1136	10836	27285
1137	10845	27275
1138	10854	27265
1139	10865	27258
1140	10873	27246
1141	10883	27237
1142	10893	27227
1143	10903	27219
1144	10912	27208
1145	10920	27196
1146	10930	27187
1147	10940	27179
1148	10949	27168
1149	10960	27163
1150	10971	27156
1151	10980	27146
1152	10990	27139
1153	11002	27135
1154	11011	27123
1155	11020	27112
1156	11030	27103
1157	11040	27096
1158	11050	27086
1159	11059	27076
1160	11068	27065
1161	11077	27055
1162	11086	27045
1163	11096	27034
1164	11103	27021
1165	11113	27011
1166	11123	27003
1167	11132	26993
1168	11142	26983
1169	11151	26973
1170	11160	26962
1171	11168	26948
1172	11177	26939
1173	11185	26926
1174	11195	26916
1175	11204	26906
1176	11214	26898
1177	11225	26892
1178	11235	26884
1179	11245	26875
1180	11256	26867
1181	11266	26859
1182	11275	26850
1183	11285	26840
1184	11294	26831
1185	11304	26820
1186	11312	26809
1187	11323	26802
1188	11331	26789
1189	11340	26778
1190	11348	26766
1191	11359	26759
1192	11369	26750
1193	11378	26740
1194	11387	26728
1195	11397	26720
1196	11407	26713
1197	11416	26700
1198	11425	26692
1199	11435	26682
1200	11444	26672
1201	11454	26662
1202	11463	26653
1203	11472	26641
1204	11481	26630
1205	11490	26621
1206	11499	26610
1207	11508	26599
1208	11514	26580
1209	11522	26568
1210	11534	26564
1211	11544	26555
1212	11554	26548
1213	11566	26543
1214	11576	26534
1215	11584	26521
1216	11592	26510
1217	11601	26499
1218	11611	26490
1219	11620	26480
1220	11630	26470
1221	11640	26462
1222	11650	26453
1223	11660	26444
1224	11670	26436
1225	11679	26426
1226	11685	26410
1227	11696	26403
1228	11705	26392
1229	11715	26382
1230	11725	26374
1231	11734	26365
1232	11744	26355
1233	11753	26346
1234	11759	26328
1235	11770	26322
1236	11779	26312
1237	11789	26302
1238	11799	26293
1239	11808	26283
1240	11819	26276
1241	11829	26268
1242	11838	26257
1243	11847	26248
1244	11856	26237
1245	11865	26226
1246	11874	26214
1247	11883	26204
1248	11892	26194
1249	11901	26182
1250	11911	26174
1251	11919	26162
1252	11929	26152
1253	11937	26140
1254	11947	26131
1255	11956	26122
1256	11966	26112
1257	11975	26102
1258	11984	26092
1259	11994	26083
1260	12004	26074
1261	12014	26065
1262	12023	26055
1263	12032	26044
1264	12041	26035
1265	12050	26024
1266	12060	26015
1267	12069	26004
1268	12079	25995
1269	12087	25983
1270	12097	25975
1271	12108	25967
1272	12117	25958
1273	12127	25949
1274	12137	25941
1275	12147	25931
1276	12156	25920
1277	12165	25911
1278	12174	25900
1279	12185	25893
1280	12194	25883
1281	12204	25874
1282	12213	25865
1283	12224	25857
1284	12233	25847
1285	12242	25836
1286	12252	25828
1287	12262	25819
1288	12270	25808
1289	12280	25798
1290	12289	25788
1291	12298	25777
1292	12307	25767
1293	12317	25758
1294	12327	25750
1295	12338	25742
1296	12347	25732
1297	12356	25721
1298	12365	25711
1299	12374	25701
1300	12383	25690
1301	12393	25682
1302	12403	25673
1303	12414	25667
1304	12425	25660
1305	12434	25650
1306	12444	25640
1307	12453	25631
1308	12461	25617
1309	12470	25608
1310	12481	25600
1311	12490	25591
1312	12500	25582
1313	12510	25572
1314	12519	25563
1315	12529	25553
1316	12538	25544
1317	12548	25534
1318	12559	25527
1319	12568	25518
1320	12577	25507
1321	12587	25498
1322	12596	25488
1323	12605	25478
1324	12615	25468
1325	12623	25456
1326	12632	25445
1327	12641	25436
1328	12651	25425
1329	12660	25416
1330	12670	25407
1331	12680	25398
1332	12690	25390
1333	12698	25378
1334	12706	25366
1335	12716	25356
1336	12724	25344
1337	12733	25334
1338	12743	25324
1339	12753	25316
1340	12763	25308
1341	12772	25298
1342	12783	25291
1343	12792	25280
1344	12802	25271
1345	12811	25260
1346	12820	25251
