iter	F1	Logloss
896	0.3348604748	0.1843916195
897	0.3362463587	0.184368129
898	0.3362463587	0.1843551326
899	0.3355537052	0.1843369503
900	0.3369384359	0.1843043168
901	0.3369384359	0.1842881075
902	0.3362463587	0.1842661579
903	0.3369384359	0.184230968
904	0.3374896093	0.1841900908
905	0.3374896093	0.1841884007
906	0.3374896093	0.1841828379
907	0.3374896093	0.1841714235
908	0.3367983368	0.1841646983
909	0.3374896093	0.1841560335
910	0.3388704319	0.1841517791
911	0.3395599834	0.1841145221
912	0.3388704319	0.1840688094
913	0.3381803074	0.1840307485
914	0.3388704319	0.184014951
915	0.3388704319	0.1839716627
916	0.3395599834	0.1839540027
917	0.3409373704	0.1839395484
918	0.3402489627	0.1839259066
919	0.3416252073	0.1838375813
920	0.3416252073	0.1838298313
921	0.3423124741	0.1838154522
922	0.3423124741	0.1837991534
923	0.3429991715	0.1837855113
924	0.3429991715	0.1837751103
925	0.3428571429	0.1837522975
926	0.3423124741	0.183687651
927	0.3429991715	0.1836795391
928	0.3429991715	0.1836195298
929	0.3423124741	0.1836025155
930	0.3423124741	0.1835821119
931	0.3445134576	0.1835451998
932	0.3451986755	0.1835087791
933	0.3451986755	0.1834928191
934	0.3451986755	0.1834354019
935	0.3458833264	0.183427243
936	0.3458833264	0.1834074161
937	0.3458833264	0.1834015888
938	0.3458833264	0.1833993861
939	0.3458833264	0.183394754
940	0.3458833264	0.1833926692
941	0.3458833264	0.1833735892
942	0.3458833264	0.1833594229
943	0.3458833264	0.1833538632
944	0.3458833264	0.1833389572
945	0.3458833264	0.1833202531
946	0.3467107985	0.1833069174
947	0.3460264901	0.183264309
948	0.3461697723	0.1832365699
949	0.3461697723	0.18318666
950	0.3454846727	0.183148432
951	0.3460264901	0.1831244203
952	0.3461697723	0.183112694
953	0.3460264901	0.183095119
954	0.3454846727	0.1830728415
955	0.3461697723	0.1830683831
956	0.3460264901	0.1830648828
957	0.3460264901	0.1830615939
958	0.3453416149	0.183017346
959	0.3460264901	0.1830080915
960	0.3460264901	0.1830011876
961	0.3460264901	0.1829976441
962	0.3460264901	0.1829836045
963	0.3460264901	0.1829308336
964	0.3463131732	0.182881256
965	0.3468543046	0.1828717425
966	0.3475382706	0.1828194135
967	0.3482216708	0.1827972281
968	0.3482216708	0.1827750723
969	0.348904506	0.1827523426
970	0.3482216708	0.1827480964
971	0.348904506	0.1827117487
972	0.3482216708	0.182662338
973	0.3482216708	0.1826438382
974	0.3483657427	0.1826270846
975	0.3490488007	0.1826133904
976	0.348904506	0.1825929903
977	0.348904506	0.1825659775
978	0.348904506	0.1825514298
979	0.3487603306	0.1825210503
980	0.3487603306	0.1824965295
981	0.3487603306	0.1824894609
982	0.3487603306	0.1824769705
983	0.3494423792	0.1824643901
984	0.3494423792	0.1824396456
985	0.3501238646	0.1824277974
986	0.3501238646	0.1824057989
987	0.351094589	0.1823302747
988	0.351094589	0.1823079284
989	0.351094589	0.1822948785
990	0.3504132231	0.1822775059
991	0.3504132231	0.1822657363
992	0.3497312939	0.1822450419
993	0.3504132231	0.1822323684
994	0.3497312939	0.1822154552
995	0.3497312939	0.1821934243
996	0.3497312939	0.1821764844
997	0.3504132231	0.1821629927
998	0.3504132231	0.1821591823
999	0.3504132231	0.1821410353
