iter	F1	Logloss
88	0.07835455436	0.2096970986
89	0.07933398629	0.2094948105
90	0.08027410671	0.2093079716
91	0.08211143695	0.2091502479
92	0.08402540303	0.2089647435
93	0.0867869332	0.2088007363
94	0.08949416342	0.2086839357
95	0.08949416342	0.2086117067
96	0.09135082604	0.2084722514
97	0.09130645945	0.2083337884
98	0.09223300971	0.2082217033
99	0.09491525424	0.2080686894
100	0.09486931268	0.2078864133
101	0.09767891683	0.2077897705
102	0.1022179364	0.2077015542
103	0.1030828516	0.207575931
104	0.1029836381	0.2074045644
105	0.1055662188	0.2072955422
106	0.1063218391	0.207142384
107	0.1071770335	0.2070236543
108	0.1089345437	0.2069378277
109	0.1115879828	0.2068677811
110	0.1124880839	0.2067777506
111	0.1123809524	0.2066943032
112	0.1132254995	0.2066368827
113	0.1140684411	0.2065016817
114	0.1177028951	0.2064071137
115	0.1203791469	0.2062880375
116	0.1213270142	0.2062110044
117	0.1222169588	0.2061036076
118	0.1221012778	0.2060325589
119	0.1221012778	0.205995826
120	0.1237600378	0.2059196642
121	0.1246458924	0.2058658144
122	0.1255309108	0.205781819
123	0.1254125413	0.2056813014
124	0.1254125413	0.2056555404
125	0.1254716981	0.2055774675
126	0.1254716981	0.2055046823
127	0.127178521	0.2054476032
128	0.127178521	0.2054075588
129	0.1290018832	0.2053392644
130	0.130577736	0.2052651859
131	0.1306390977	0.2051897251
132	0.1314553991	0.205111122
133	0.1333333333	0.205047072
134	0.1332082552	0.2049883343
135	0.1340206186	0.2048748023
136	0.1365762395	0.2047699711
137	0.1375760412	0.2047074409
138	0.1384471469	0.204706653
139	0.1391872957	0.2046666297
140	0.1409239384	0.2046572104
141	0.140858209	0.2046019666
142	0.1409239384	0.2045673304
143	0.1417249417	0.2045436601
144	0.1433224756	0.2044473446
145	0.1441860465	0.2043909551
146	0.1450488145	0.204343
147	0.1450488145	0.2042566191
148	0.1450488145	0.2042320651
149	0.1458430098	0.2041723544
150	0.1474953618	0.2040866962
151	0.1474953618	0.2040866925
152	0.1474269819	0.2040424703
153	0.1525658807	0.2040115937
154	0.1525658807	0.2039667623
155	0.1534905224	0.2039339679
156	0.1534905224	0.2039209715
157	0.1533487298	0.2039100653
158	0.1551246537	0.2038432256
159	0.1549100968	0.2038077529
160	0.1548387097	0.2037865214
161	0.1558321807	0.2037259738
162	0.1558321807	0.2037258793
163	0.1549100968	0.203692727
164	0.1558321807	0.2036422947
165	0.1592268753	0.2036176322
166	0.1590073529	0.2035958943
167	0.1573137075	0.2035427101
168	0.1573861022	0.2035290568
169	0.1573137075	0.2034502271
170	0.1572413793	0.2033655655
171	0.157943067	0.2033431253
172	0.1585701192	0.2032995276
173	0.1585701192	0.2032428414
174	0.1585701192	0.2032091272
175	0.1584974805	0.2031885697
176	0.1593406593	0.2031666473
177	0.1610247027	0.2030762077
178	0.1610247027	0.2030587189
179	0.1626313385	0.2030268781
180	0.1608775137	0.2029389552
181	0.1625570776	0.2028679523
182	0.1625570776	0.2028479855
183	0.1633211679	0.2027346243
184	0.1649954421	0.202710084
185	0.1649954421	0.202701565
186	0.1656804734	0.2026721897
187	0.1672727273	0.2026595133
188	0.1671967288	0.2026444657
189	0.1680290645	0.2025973148
190	0.1672727273	0.2025302699
191	0.1680290645	0.2025144762
192	0.1680290645	0.2025144008
193	0.1688606446	0.2024639858
194	0.1696914701	0.2024414831
195	0.1696914701	0.2024045213
196	0.1705989111	0.202372215
197	0.1713508613	0.2023335687
198	0.1713508613	0.2023229105
199	0.1720235401	0.202302751
200	0.1728506787	0.2022848262
201	0.1745027125	0.2022477999
202	0.1753276096	0.2022198332
203	0.1752484192	0.2022116812
204	0.1752484192	0.2021918471
205	0.1795218764	0.2021254899
206	0.1794409378	0.2021148631
207	0.1818181818	0.2020862175
208	0.1809995498	0.2020573794
209	0.181900045	0.2019770008
210	0.181900045	0.2019717217
211	0.1826360774	0.2018942647
212	0.1832061069	0.2018516679
213	0.1823899371	0.2018171559
214	0.1824719101	0.2017970668
215	0.1832884097	0.2017709725
216	0.1824719101	0.2017594791
217	0.1834532374	0.2017329086
218	0.1858168761	0.2016920628
219	0.1866307761	0.2016651824
220	0.1866307761	0.2016651614
221	0.1888988362	0.2016521844
222	0.1888988362	0.2016505521
223	0.1864634693	0.2016144685
224	0.1864634693	0.2016113375
225	0.1864634693	0.2016078004
226	0.1832061069	0.2015431517
227	0.1857335128	0.2015033365
228	0.1857335128	0.2015032495
229	0.1856502242	0.2014686738
230	0.1873599283	0.2014092449
231	0.1873599283	0.2014089173
232	0.188172043	0.2013675078
233	0.1880877743	0.2013632064
234	0.1882563873	0.2013036904
235	0.1882563873	0.2012862797
236	0.1899641577	0.2012598353
237	0.1899641577	0.2012140492
238	0.1899641577	0.2011902714
239	0.1907747425	0.2011651098
240	0.192393736	0.2011545138
241	0.195623046	0.2011116225
242	0.1940098346	0.2011100733
243	0.1947297901	0.2010965061
244	0.197233378	0.2010712754
245	0.1964285714	0.2010527791
246	0.197233378	0.2010137578
247	0.1971454059	0.2010121123
248	0.1981258367	0.200978576
249	0.1997325011	0.2009367011
250	0.1989295272	0.2008979023
251	0.2004454343	0.2008781224
252	0.1994657168	0.2008499942
253	0.1994657168	0.2008278382
254	0.2010676157	0.2008103766
255	0.2003561888	0.2007729442
256	0.1994657168	0.2007543977
257	0.1987522282	0.2007243175
258	0.1995545657	0.2007033942
259	0.1995545657	0.2007033804
260	0.1995545657	0.2006974496
261	0.2018674967	0.2006863534
262	0.2010676157	0.2006531186
263	0.2001779359	0.2006367911
264	0.2009782125	0.2006178938
265	0.2009782125	0.2006121257
266	0.2009782125	0.2005625795
267	0.2009782125	0.2005407399
268	0.2009782125	0.2005404333
269	0.201509099	0.2004765445
270	0.2014196983	0.2004722162
271	0.2022172949	0.2004329463
272	0.2023968043	0.2003913877
273	0.2023968043	0.2003821261
274	0.2023968043	0.2003688927
275	0.2023968043	0.200368816
276	0.2031943212	0.2003540319
277	0.2031943212	0.2003401055
278	0.2031943212	0.2003354722
279	0.2040816327	0.2002747079
280	0.204787234	0.20022724
281	0.2055826318	0.2001908608
282	0.204787234	0.200161903
283	0.204787234	0.2001509404
284	0.204787234	0.2001342758
285	0.2055826318	0.2001322804
286	0.2061946903	0.2000939838
287	0.2055826318	0.2000630973
288	0.2056737589	0.2000468791
289	0.2063773251	0.2000024375
290	0.2063773251	0.1999737379
291	0.2062859672	0.199966237
292	0.207079646	0.1999597173
293	0.207079646	0.1999597173
294	0.2072630647	0.1999410979
295	0.2080566622	0.1999214844
296	0.2079646018	0.199881282
297	0.2078726227	0.1998502121
298	0.2086648983	0.1998172755
299	0.2086648983	0.1997886626
300	0.2097345133	0.1997146185
301	0.2112240389	0.1996787779
302	0.2104332449	0.1996350937
303	0.2104332449	0.1996350809
304	0.211130742	0.1995797565
305	0.2110375276	0.1995584649
306	0.2112240389	0.1995228963
307	0.212803532	0.1994790805
308	0.2127096205	0.1994209213
309	0.2126157918	0.1994096072
310	0.2134038801	0.1993815231
311	0.213498015	0.1993446283
312	0.2150727193	0.1993299073
313	0.2168356104	0.1992947474
314	0.2160493827	0.199281294
315	0.2152624614	0.1992661421
316	0.2168356104	0.199183638
317	0.2176211454	0.1991373624
318	0.217717056	0.1991261163
319	0.2169312169	0.1991151056
320	0.2161446846	0.1990835555
321	0.2145695364	0.1990671726
322	0.214664311	0.1990135681
323	0.2169312169	0.1989584025
324	0.2169312169	0.1989411329
325	0.2169312169	0.1989323855
326	0.2169312169	0.1989173977
327	0.2176211454	0.1988827734
328	0.2175253192	0.1988800732
329	0.2176211454	0.1988373951
330	0.2190937088	0.1988327015
331	0.2190937088	0.1987976881
332	0.2184059886	0.1987868738
333	0.2184059886	0.1987796003
334	0.2184059886	0.1987795487
335	0.2190937088	0.1987547099
336	0.2189973615	0.1987316339
337	0.2189973615	0.1987221295
338	0.2189973615	0.1987220754
339	0.2190937088	0.1986561413
340	0.2189010989	0.1986275338
341	0.2196836555	0.1986032563
342	0.2205623902	0.1985592224
343	0.2205623902	0.1985234212
344	0.2205623902	0.1984797962
345	0.2206593407	0.1984586405
346	0.2207563764	0.1984260055
347	0.2221246708	0.1983496358
348	0.2222222222	0.1983198807
349	0.2214411248	0.1982994722
350	0.2206593407	0.1982639353
351	0.2221246708	0.1982440983
352	0.2207563764	0.1982154835
353	0.219876869	0.198176875
354	0.2199736032	0.1981605525
355	0.2208534976	0.1981268975
356	0.2208534976	0.1981101656
357	0.2208534976	0.198104129
358	0.2215384615	0.1980929086
359	0.2215384615	0.1980916505
360	0.2216358839	0.198070717
361	0.2225153914	0.1980620787
362	0.223198594	0.1980345022
363	0.2226132864	0.1979688126
364	0.2224175824	0.1979327969
365	0.223198594	0.1979224299
366	0.2239789196	0.1978980517
367	0.2240773286	0.1978644231
368	0.2240773286	0.1978463313
369	0.2240773286	0.1978161144
370	0.2248572683	0.1978023516
371	0.2249560633	0.1977665144
372	0.2255375165	0.1977432311
373	0.2255375165	0.1977360725
374	0.2263157895	0.1977272798
375	0.2263157895	0.1977129902
376	0.2262165717	0.1976752339
377	0.226993865	0.1976593021
378	0.2270933801	0.1976278406
379	0.2270933801	0.1976200048
380	0.2278702892	0.197560831
381	0.2270933801	0.1975055119
382	0.2286465177	0.1974463052
383	0.2286465177	0.1974097904
384	0.2294220665	0.197386976
385	0.2301969365	0.1973509033
386	0.230096238	0.1973205618
387	0.230096238	0.1972776587
388	0.2317446436	0.1972468339
389	0.2317446436	0.1972168778
390	0.2317446436	0.1971983112
391	0.2325174825	0.1971817952
392	0.2325174825	0.1971404763
393	0.2325174825	0.1971321488
394	0.2325174825	0.1971258478
395	0.2324159021	0.1970639603
396	0.2331877729	0.1970406244
397	0.2331877729	0.1970403931
398	0.2339589699	0.1969788863
399	0.2347294939	0.1969699931
400	0.2363715656	0.1969171326
401	0.2362685266	0.1969068627
402	0.2364746946	0.1968260126
403	0.2364746946	0.1967864925
404	0.2358078603	0.1967692544
405	0.2366812227	0.196728574
406	0.2366812227	0.1967175712
407	0.2365779136	0.196657268
408	0.2372437854	0.1966354274
409	0.2379084967	0.1965768607
410	0.2380122058	0.1965539887
411	0.2380122058	0.1965436838
412	0.2372437854	0.1965146189
413	0.2381160052	0.1964799445
414	0.2396514161	0.1964448744
415	0.2404181185	0.1964325236
416	0.2404181185	0.1964089971
417	0.2404181185	0.1963718157
418	0.2405228758	0.1963339784
419	0.2397558849	0.1963075882
420	0.2388840453	0.1962773552
421	0.2404181185	0.1962362557
422	0.2404181185	0.1962360308
423	0.2411841532	0.1962292872
424	0.2411841532	0.1962065579
425	0.2411841532	0.1961965506
426	0.2419495213	0.196157132
427	0.2419495213	0.1961471789
428	0.2419495213	0.1961226595
429	0.2427142236	0.1960933102
430	0.2441355343	0.1960668197
431	0.2448979592	0.1960245877
432	0.2448979592	0.1959976279
433	0.2457663917	0.1959709601
434	0.2457663917	0.1959646731
435	0.2457663917	0.19595346
436	0.2455531453	0.1958972254
437	0.2464208243	0.1958836264
438	0.245004344	0.1958376393
439	0.245004344	0.1958313914
440	0.245004344	0.1958201361
441	0.2442416341	0.1957897224
442	0.2442416341	0.19578954
443	0.2465277778	0.1957527676
444	0.2465277778	0.1957399422
445	0.2465277778	0.1957397655
446	0.2465277778	0.195720565
447	0.2465277778	0.1957145409
448	0.2464208243	0.1957072284
449	0.2478336222	0.1956742861
450	0.2470741222	0.1956267936
451	0.2485924643	0.1955593429
452	0.2478336222	0.1955380616
453	0.2494586401	0.1955100642
454	0.2503248159	0.1954679753
455	0.2503248159	0.1954413976
456	0.2503248159	0.1954314061
457	0.2503248159	0.1954312444
458	0.2510822511	0.1954254
459	0.2510822511	0.1954252469
460	0.2510822511	0.1954250655
461	0.2510822511	0.1954016357
462	0.2510822511	0.1954014881
463	0.2509736045	0.1953860649
464	0.2509736045	0.1953608256
465	0.2510822511	0.1953262412
466	0.2510822511	0.1953040037
467	0.2511909918	0.1952115693
468	0.2518390307	0.195172128
469	0.2520571676	0.1951445333
470	0.2520571676	0.1951443673
471	0.2534602076	0.1950875942
472	0.2537895193	0.1950376723
473	0.2535698832	0.194984692
474	0.2535698832	0.1949733919
475	0.2535698832	0.1949415566
476	0.2534602076	0.1949066376
477	0.2542153048	0.1948890752
478	0.2534602076	0.1948411923
479	0.2542153048	0.1948010999
480	0.2542153048	0.1947938587
481	0.2549697494	0.194757988
482	0.2549697494	0.1947510804
483	0.2548596112	0.1947080342
484	0.2547495682	0.1946649247
485	0.2538860104	0.1946451874
486	0.2553925798	0.1946194397
487	0.2555028054	0.1945638458
488	0.2546396202	0.1945284928
489	0.2555028054	0.194500301
490	0.2562553926	0.194493712
491	0.2555028054	0.1944669574
492	0.2555028054	0.1944562561
493	0.2555028054	0.1944414866
494	0.2555028054	0.1944353464
495	0.2563659905	0.1943683925
496	0.2563659905	0.1943632217
497	0.2578697715	0.1943308474
498	0.2578697715	0.1943207668
499	0.2578697715	0.1943205872
500	0.2591476539	0.1942830507
501	0.2591476539	0.1942486407
502	0.2591476539	0.1942485074
503	0.2583979328	0.1941890174
504	0.2582866982	0.1941678667
505	0.2583979328	0.1941465723
506	0.2576475657	0.1940904711
507	0.2576475657	0.1940815793
508	0.2583979328	0.1940443238
509	0.2583979328	0.1940253623
510	0.2592592593	0.1939516999
511	0.2600086096	0.1939433042
512	0.2608695652	0.1938833641
513	0.260757315	0.1938617821
514	0.2622527945	0.1938373002
515	0.2616179002	0.1938101417
516	0.2609819121	0.1937583439
517	0.2624784854	0.1937233368
518	0.2631126397	0.1936974925
519	0.2623655914	0.1936442592
520	0.263859046	0.1936168684
521	0.2629995703	0.1935937266
522	0.2631126397	0.1935889045
523	0.264604811	0.1935621508
524	0.2654639175	0.1935360531
525	0.2654639175	0.1935149387
526	0.2654639175	0.1934969312
527	0.2655779974	0.1934836284
528	0.2663230241	0.1934611366
529	0.2662086733	0.1934533216
530	0.2662086733	0.1934450758
531	0.2662086733	0.193430871
532	0.2684391081	0.193364485
533	0.2684391081	0.1933570376
534	0.2676962677	0.1933230797
535	0.269296741	0.1933073669
536	0.269296741	0.1933005476
537	0.2701543739	0.1932839583
538	0.2700385769	0.1932775075
539	0.2700385769	0.193243434
540	0.2700385769	0.1932432906
541	0.2700385769	0.1932275609
542	0.2700385769	0.1932084073
543	0.269296741	0.1931845234
544	0.2699228792	0.1931635785
545	0.2699228792	0.1931432449
546	0.2705479452	0.193124426
547	0.2705479452	0.1931114997
548	0.2705479452	0.1930713894
549	0.2705479452	0.1930440993
550	0.2706638116	0.1930245219
551	0.2706638116	0.1929775069
552	0.2706638116	0.1929737749
553	0.2706638116	0.1929456079
554	0.2707797772	0.192936832
555	0.2706638116	0.1929151533
556	0.2707797772	0.1928889816
557	0.2707797772	0.192876676
558	0.2700385769	0.1928542752
559	0.2700385769	0.1927924565
560	0.2700385769	0.1927755725
561	0.269296741	0.1927285015
562	0.2694122694	0.1927014385
563	0.2694122694	0.1926713187
564	0.2701543739	0.1926591679
565	0.2701543739	0.1926530788
566	0.2708958423	0.1926304558
567	0.2707797772	0.1925892782
568	0.2708958423	0.192552688
569	0.2708958423	0.1925493551
570	0.2717531076	0.1925371978
571	0.2711282711	0.1925256871
572	0.2708958423	0.1924836003
573	0.2717531076	0.1924668117
574	0.2717531076	0.1924541871
575	0.2717531076	0.1924025946
576	0.2715203426	0.1923753326
577	0.272260274	0.1923609391
578	0.2723768737	0.1923325688
579	0.2732334047	0.192326926
580	0.2739726027	0.1922973324
581	0.2738553701	0.1922419009
582	0.2738553701	0.1922102024
583	0.2738553701	0.1921698824
584	0.2731164384	0.1921453238
585	0.2723768737	0.192114425
586	0.2731164384	0.1920914948
587	0.2737382378	0.192065522
588	0.2737382378	0.1920468808
589	0.2752136752	0.1920258776
590	0.2753313382	0.1920032661
591	0.2760683761	0.1919943003
592	0.2753313382	0.1919797786
593	0.2753313382	0.1919273519
594	0.2760683761	0.19190909
595	0.2758326217	0.1918797262
596	0.2758326217	0.1918349766
597	0.2760683761	0.1918149117
598	0.2760683761	0.1918024118
599	0.2760683761	0.1917731366
600	0.2760683761	0.1917475951
601	0.2761864044	0.1917101105
602	0.2769230769	0.1916880656
603	0.2770414707	0.1916482914
604	0.2761864044	0.1916130524
605	0.2761864044	0.1915946328
606	0.2763045338	0.1915507372
607	0.2770414707	0.1915233745
608	0.2755669662	0.1914925953
609	0.2755669662	0.1914626659
610	0.2755669662	0.1914397543
611	0.2755669662	0.1914071632
612	0.2749464668	0.1913688726
613	0.2765410959	0.191360715
614	0.2758029979	0.1913451761
615	0.2780153978	0.1913101244
616	0.2780153978	0.1912793819
617	0.2802221273	0.1912743795
618	0.2794871795	0.1912452247
619	0.2794871795	0.1912316295
620	0.2801024765	0.1911947615
621	0.2801024765	0.191176815
622	0.2801024765	0.1911678973
623	0.2808365344	0.1911519142
624	0.2815699659	0.191136101
625	0.2816901408	0.1911104771
626	0.2816901408	0.191100895
627	0.2816901408	0.1910932115
628	0.2816901408	0.1910719325
629	0.2824232082	0.1910307708
630	0.283887468	0.1909994831
631	0.283887468	0.1909824741
632	0.283887468	0.1909720123
633	0.283887468	0.1909646991
634	0.2846186621	0.1909565308
635	0.2837665104	0.1909368181
636	0.2837665104	0.1909235676
637	0.2844974446	0.1909017869
638	0.2837665104	0.1908755206
639	0.2836456559	0.1908389557
640	0.2843763304	0.1908226876
641	0.2843763304	0.1908137882
642	0.285106383	0.1907817882
643	0.28838792	0.1907093801
644	0.2882653061	0.1906974805
645	0.2882653061	0.1906652346
646	0.2889927752	0.1906458023
647	0.28838792	0.1906350761
648	0.2882653061	0.1906183804
649	0.2889927752	0.1906099378
650	0.2891156463	0.1906031939
651	0.28838792	0.1905953908
652	0.28838792	0.1905681701
653	0.28838792	0.1905485995
654	0.2885106383	0.1905411928
655	0.2885106383	0.1905189857
656	0.2891156463	0.1904860296
657	0.2891156463	0.1904780717
658	0.2889927752	0.1904519369
659	0.2889927752	0.1904252629
660	0.2889927752	0.1904179763
661	0.2891156463	0.1904099076
662	0.2889927752	0.1903783333
663	0.28838792	0.1903560363
664	0.28838792	0.1903349334
665	0.288633461	0.1903007358
666	0.2885106383	0.1902856003
667	0.2892386219	0.1902762195
668	0.2905692438	0.1902638032
669	0.2898427539	0.190232784
670	0.2898427539	0.1902137288
671	0.2899659864	0.1901989288
672	0.2899659864	0.1901927554
673	0.2891156463	0.190151077
674	0.2899659864	0.1901105455
675	0.2893617021	0.1900966131
676	0.2893617021	0.1900892535
677	0.2898427539	0.1900748619
678	0.2912951168	0.1900327071
679	0.2914188615	0.1900025856
680	0.2912951168	0.1899640809
681	0.2911714771	0.1899535201
682	0.2904458599	0.1898932199
683	0.2904458599	0.1898725752
684	0.2912951168	0.1898634196
685	0.2905692438	0.1898387869
686	0.2905692438	0.1898334159
687	0.2908163265	0.1897940985
688	0.2921443737	0.1897619628
689	0.2929936306	0.1897459005
690	0.2944420874	0.1897221798
691	0.2938428875	0.1896945969
692	0.2952906237	0.1896810509
693	0.2955414013	0.1896598591
694	0.2955414013	0.1896457118
695	0.2955414013	0.1896269085
696	0.2954159593	0.1896267876
697	0.2954159593	0.1896190676
698	0.2961391599	0.1895804443
699	0.2961391599	0.189573097
700	0.2961391599	0.1895698828
701	0.2961391599	0.1895214263
702	0.2954159593	0.1895143323
703	0.2954159593	0.1894916494
704	0.2954159593	0.1894847717
705	0.2968617472	0.1894783409
706	0.2968617472	0.1894622885
707	0.2969876962	0.1894411776
708	0.2986847688	0.1894121251
709	0.2986847688	0.1894073142
710	0.2994062765	0.1893846188
711	0.2992793557	0.189377623
712	0.2983050847	0.189333679
713	0.2977099237	0.1893176542
714	0.2977099237	0.1892941537
715	0.2983050847	0.1892702694
716	0.2990258365	0.1892309586
717	0.2990258365	0.1892308258
718	0.2988992379	0.1892009949
719	0.2986463621	0.1891721379
720	0.2987727465	0.1891301432
721	0.2987727465	0.1891300158
722	0.3003384095	0.1890761502
723	0.3002114165	0.1890695808
724	0.2996191282	0.1890244226
725	0.299745978	0.1889933484
726	0.299745978	0.1889852615
727	0.299745978	0.1889704298
728	0.299745978	0.1889587826
729	0.299745978	0.1889426373
730	0.2998729352	0.1889360195
731	0.2998729352	0.1889206064
732	0.3	0.1888648797
733	0.3	0.1888553056
734	0.3001271725	0.18883476
735	0.3001271725	0.1888284309
736	0.3008474576	0.18880248
737	0.3007200339	0.1887964749
738	0.3016949153	0.188736638
739	0.3016949153	0.1887155586
740	0.3021582734	0.1886773632
741	0.3031329382	0.1886462575
742	0.3030046551	0.1886140145
743	0.3028764805	0.1885636425
744	0.3039796782	0.1885332937
745	0.3054145516	0.1885285974
746	0.3061310782	0.1885205542
747	0.3055438003	0.1885079571
748	0.306390182	0.1884789958
749	0.3085376162	0.1884140386
750	0.3078224101	0.1883857202
751	0.3078224101	0.1883448331
752	0.3078224101	0.1883262643
753	0.3078224101	0.1883135891
754	0.3098353736	0.1882705533
755	0.3098353736	0.1882651871
756	0.3086680761	0.18822329
757	0.3100971694	0.1881606644
758	0.3108108108	0.1881078587
759	0.3100971694	0.1880932933
760	0.3099662162	0.18807381
761	0.3099662162	0.1880642727
762	0.3099662162	0.1880554082
763	0.3099662162	0.1880470046
764	0.3100971694	0.1880281232
765	0.3100971694	0.188024796
766	0.3100971694	0.188004759
767	0.3106796117	0.1879631563
768	0.309252218	0.1879166113
769	0.309252218	0.187907989
770	0.309252218	0.1878980745
771	0.309252218	0.1878888854
772	0.3106796117	0.1878710083
773	0.3106796117	0.1878257703
774	0.3122362869	0.1877726189
775	0.3123680878	0.187747085
776	0.3116554054	0.1877328082
777	0.3116554054	0.1877189152
778	0.3123680878	0.1877041658
779	0.3123680878	0.1877030021
780	0.3123680878	0.1876603204
781	0.3130801688	0.1876480492
782	0.3130801688	0.187620986
783	0.3136593592	0.1875750625
784	0.3150800337	0.1875500872
785	0.3150800337	0.1875460872
786	0.3143699958	0.1875123043
787	0.3150800337	0.1874985519
788	0.3150800337	0.1874863494
789	0.3142375737	0.1874519074
790	0.3142375737	0.187427231
791	0.3156565657	0.1873631262
792	0.3163651662	0.1873056079
793	0.3177805801	0.1872791134
794	0.3172065629	0.1872519923
795	0.3186212694	0.1871946163
796	0.3179142136	0.1871769792
797	0.3177805801	0.1871617804
798	0.3187552565	0.187098834
799	0.3198992443	0.1870620412
800	0.3200335993	0.1870181001
801	0.3200335993	0.1870103712
802	0.3193277311	0.1869809681
803	0.3200335993	0.1869742715
804	0.3198992443	0.1869504018
805	0.3206042803	0.1869357408
806	0.3206042803	0.1868807511
807	0.3213087248	0.1868512227
808	0.3220125786	0.1868056208
809	0.3220125786	0.1867972488
810	0.3214435585	0.1867687793
811	0.3208735825	0.1867235336
812	0.3208735825	0.1867058493
813	0.322418136	0.1866755144
814	0.322147651	0.1866380482
815	0.322851153	0.1866229112
816	0.3236897275	0.1866082047
817	0.3236897275	0.186536082
818	0.3236897275	0.1865202359
819	0.3227158424	0.1864850539
820	0.322147651	0.1864499142
821	0.322147651	0.1864418315
822	0.322147651	0.1864119137
823	0.3236897275	0.1863679782
824	0.3250942606	0.1863491883
825	0.3250942606	0.1863247312
826	0.3238255034	0.1862798313
827	0.3245283019	0.1862487172
828	0.3257956449	0.1862246221
829	0.3257956449	0.1862137225
830	0.3257956449	0.1861997397
831	0.326496442	0.1861950941
832	0.3250942606	0.1861756825
833	0.3250942606	0.1861589231
834	0.3271966527	0.1861186418
835	0.326496442	0.186049423
836	0.326496442	0.1860212333
837	0.326496442	0.1860121975
838	0.3257956449	0.1859849541
839	0.324958124	0.1859733507
840	0.324958124	0.1859725657
841	0.3235540654	0.185926571
842	0.3242563888	0.1859074394
843	0.3242563888	0.1858619232
844	0.3255230126	0.1858035714
845	0.3260869565	0.1857896969
846	0.3267864605	0.1857423105
847	0.3274853801	0.1857037449
848	0.328320802	0.1856618486
849	0.3277591973	0.1856298753
850	0.3277591973	0.1856055584
851	0.3277591973	0.1856032547
852	0.3277591973	0.1855822701
853	0.3277591973	0.1855453955
854	0.3271966527	0.1855242619
855	0.3271966527	0.1855043593
856	0.3271966527	0.1855036247
857	0.326496442	0.1854713652
858	0.326496442	0.1854513119
859	0.326496442	0.1854386867
860	0.326496442	0.1854221546
861	0.3278962777	0.1853978368
862	0.3270598076	0.1853497198
863	0.3270598076	0.1853445277
864	0.3270598076	0.185327867
865	0.3278962777	0.1853023774
866	0.3290079531	0.1852820713
867	0.3294314381	0.1852572208
868	0.3285953177	0.1852100411
869	0.3285953177	0.1851969149
870	0.3284580025	0.1851733028
871	0.3285953177	0.185154801
872	0.3301295445	0.1851050263
873	0.3294314381	0.1850620353
874	0.3292937735	0.1850104115
875	0.3299916458	0.1849559951
876	0.3299916458	0.1849333699
877	0.3299916458	0.1849294136
878	0.3308270677	0.1849121766
879	0.3322203673	0.1849066618
880	0.3334722801	0.1848731739
881	0.3343059608	0.1848519071
882	0.335	0.184809285
883	0.3356934611	0.1847702232
884	0.3355537052	0.1847401693
885	0.335	0.1847158635
886	0.335	0.1846488601
887	0.3348604748	0.1846057288
888	0.3362463587	0.184575447
889	0.3354140658	0.1845720353
890	0.3369384359	0.1845435574
891	0.3369384359	0.1845060842
892	0.3362463587	0.1844913329
893	0.3362463587	0.1844887079
894	0.3355537052	0.1844525322
895	0.3348604748	0.1844057963
